total+总收益率%,total+交易胜率%,total+盈亏比,total+交易次数,total+最大回撤%,strategy_name
14.108,44.397,1.55,232.0,5.285,bb_neutral^12.0^2.0999999999999996|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.122,36.667,2.198,210.0,8.856,tsi_neutral^160^48^20.0^-20.0^EMA|mass_higher1^16^8&rsi_crossover50^8|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
14.138,41.564,1.749,243.0,7.243,kc_neutral^8.0^8.0^1.7|adx_higher_threshold^80.0^5.0&rvi_crossover_signal^110^77|rsi_fast_crossover_slow^60^156|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^89|trailing_stop^34^1.5
14.138,41.564,1.749,243.0,7.243,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rvi_crossover_signal^110^77|rsi_fast_crossover_slow^60^156|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^89|trailing_stop^34^1.5
14.147,39.331,1.921,239.0,5.764,tsi_neutral^160^48^20.0^-20.0^EMA|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^100^80|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^89|trailing_stop^34^1.5
14.148,34.965,2.738,143.0,4.932,smacd_histogram_increase^140^308^84|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|price_crossover_ema^120|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
14.153,39.286,1.922,252.0,6.794,smi_neutral^11^7^30.0^-30.0^EMA|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^100^80|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
14.157,41.797,1.706,256.0,7.696,tsi_higher_signal^10^3^3^EMA|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|rvi_crossover_signal^110^77|price_crossover_sma_2^200&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.167,38.5,2.102,200.0,6.15,rvi_higher_signal^14^6|smi_neutral^240^192^30.0^-30.0^EMA&rsi_crossover50^8|rvi_crossover_signal^100^80|supertrend_long_signal^200.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
14.183,56.436,0.942,202.0,10.576,bb_neutral^12.0^2.0999999999999996|kc_neutral^8.0^8.0^1.7&rsi_crossover50^8|price_crossover_ema^120|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
14.183,56.436,0.942,202.0,10.576,bb_neutral^10.0^2.5|bb_neutral^12.0^2.0999999999999996&rsi_crossover50^8|price_crossover_ema^120|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
14.185,35.862,2.633,145.0,4.61,smacd_histogram_increase^140^308^84|kc_neutral^8.0^8.0^1.7&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
14.188,58.883,0.854,197.0,6.024,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rsi_crossover50^8|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
14.197,57.071,0.92,198.0,5.99,kc_neutral^8.0^8.0^1.7|smi_neutral^11^7^30.0^-30.0^EMA&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
14.198,46.951,1.552,164.0,3.271,kdj_k_overbought^80^56^50|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
14.204,39.189,2.235,148.0,3.858,sma_fast_higher_slow^60^96|adx_higher_threshold^210.0^5.0&adx_plus_crossover_minus^8|bb_price_crossover_high^230.0^2.0999999999999996|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
14.205,44.262,1.684,183.0,4.297,aroon_diff_higher0^80|rvi_signal_neutral^50^30^15.0^-15.0^EMA&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.239,49.533,1.258,214.0,6.273,kc_neutral^8.0^8.0^1.7|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rsi_crossover50^60|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^2.0
14.24,39.2,1.927,250.0,6.884,rvi_signal_neutral^50^30^15.0^-15.0^EMA|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
14.242,35.294,2.773,136.0,4.81,smacd_histogram_increase^140^308^84|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
14.245,36.0,2.575,150.0,5.222,smacd_histogram_increase^140^308^84|kc_neutral^8.0^8.0^1.7&rsi_crossover50^8|rsi_fast_crossover_slow^60^156|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
14.26,40.891,1.787,247.0,7.061,tsi_neutral^160^48^20.0^-20.0^EMA|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^89|trailing_stop^34^1.5
14.264,57.711,0.898,201.0,7.961,bb_neutral^10.0^2.5|bb_neutral^12.0^2.0999999999999996&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
14.264,57.711,0.898,201.0,7.961,bb_neutral^12.0^2.0999999999999996|kc_neutral^8.0^8.0^1.7&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
14.278,36.364,2.717,121.0,4.045,smacd_histogram_increase^140^308^84|bb_neutral^12.0^2.0999999999999996&adx_plus_crossover_minus^8|rvi_crossover_signal^100^80|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
14.296,35.417,2.642,144.0,4.722,smacd_histogram_increase^140^308^84|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|second_wave_trend_2^16|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
14.327,42.424,1.665,231.0,6.433,tsi_neutral^160^48^20.0^-20.0^EMA|adx_higher_threshold^210.0^5.0&price_crossover_ema^12|rvi_crossover0^170^EMA|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.34,53.96,1.04,202.0,8.576,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|price_crossover_sma^230|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
14.355,47.945,1.394,219.0,5.565,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&emacd_start_increase^200^320|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.362,46.121,1.468,232.0,6.494,rsi_neutral^90^65^35|adx_higher_threshold^80.0^5.0&rsi_fast_crossover_slow^60^156|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.375,36.702,2.327,188.0,5.338,rvi_higher_signal^14^6|smi_d_neutral^180^162^126^25.0^-25.0^EMA&rsi_crossover50^8|price_crossover_ema^120|rvi_crossover_signal^100^80&roc_crossunder0^59|trailing_stop^34^1.5
14.376,55.392,0.985,204.0,7.669,bb_neutral^10.0^2.5|kc_neutral^8.0^8.0^1.7&rsi_crossover50^8|emacd_start_increase^200^320|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
14.377,44.785,1.736,163.0,3.725,sma_fast_higher_slow^60^96|rvi_signal_overbought^60^42^0.0^SMA&adx_plus_crossover_minus^8|rvi_crossover_signal^100^80|rvi_crossover0^170^EMA&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.38,42.672,1.66,232.0,5.545,tsi_neutral^160^48^20.0^-20.0^EMA|adx_higher_threshold^210.0^5.0&price_crossover_ema^12|rsi_fast_crossover_slow^60^156|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.429,42.358,1.677,229.0,5.267,rvi_signal_neutral^50^30^15.0^-15.0^EMA|adx_higher_threshold^210.0^5.0&price_crossover_ema^12|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.438,41.453,1.738,234.0,7.022,rsi_neutral^90^65^35|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^14.0^17.0^2.5&aroon_diff_crossunder0^89|trailing_stop^34^1.5
14.453,42.391,2.436,92.0,2.511,rvi_signal_overbought^60^42^0.0^SMA|adx_higher_threshold^210.0^5.0&price_crossover_ema^120|emacd_histogram_start_increase_2^140^252^84|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.495,35.948,2.607,153.0,4.585,smacd_histogram_increase^140^308^84|kc_neutral^8.0^8.0^1.7&rsi_crossover50^8|emacd_histogram_start_increase_2^140^252^84|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
14.498,39.623,2.599,106.0,3.0,smacd_histogram_increase^140^308^84|rvi_signal_overbought^60^42^0.0^SMA&rsi_crossover50^8|roc_crossover0^210|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
14.502,50.237,1.265,211.0,6.472,bb_neutral^10.0^2.5|kc_neutral^8.0^8.0^1.7&emacd_start_increase^200^320|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^2.0
14.508,49.309,1.312,217.0,7.724,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rvi_crossover_signal^110^77|emacd_start_increase^200^320|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.513,45.815,1.496,227.0,7.23,rsi_neutral^90^65^35|adx_higher_threshold^80.0^5.0&rvi_crossover_signal^100^80|rvi_crossover0^170^EMA|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.514,58.673,0.868,196.0,5.701,bb_neutral^10.0^2.5|rsi_neutral^90^65^35&rsi_crossover50^8|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
14.523,50.0,1.371,176.0,3.968,rvi_neutral^17^20.0^-20.0^SMA|adx_higher_threshold^210.0^5.0&rsi_fast_crossover_slow^60^156|rvi_crossover_signal^100^80|price_crossover_sma_2^230&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
14.528,37.795,2.56,127.0,4.5,smacd_histogram_increase^140^308^84|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|bb_price_crossover_high_2^160.0^1.9|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
14.533,57.653,0.905,196.0,5.52,kc_neutral^8.0^8.0^1.7|smi_neutral^11^7^30.0^-30.0^EMA&rsi_crossover50^8|rvi_crossover_signal^100^80|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
14.547,58.462,0.876,195.0,5.631,rsi_neutral^90^65^35|smi_neutral^11^7^30.0^-30.0^EMA&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
14.562,40.486,1.832,247.0,6.104,tsi_neutral^160^48^20.0^-20.0^EMA|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^89|trailing_stop^34^1.5
14.582,56.65,0.937,203.0,7.384,bb_neutral^10.0^2.5|kc_neutral^8.0^8.0^1.7&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
14.604,56.0,0.965,200.0,6.557,tsi_neutral^160^48^20.0^-20.0^EMA|smi_neutral^11^7^30.0^-30.0^EMA&price_crossover_ema^12|roc_crossover0^210|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
14.606,50.761,1.293,197.0,5.127,kc_neutral^8.0^8.0^1.7|rvi_signal_neutral^50^30^15.0^-15.0^EMA&rvi_crossover_signal^100^80|price_crossover_sma_2^230|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
14.608,52.88,1.164,191.0,9.677,bb_neutral^12.0^2.0999999999999996|rsi_neutral^90^65^35&rvi_crossover_signal^110^77|smacd_histogram_start_increase_2^180^504^126|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^2.0
14.634,57.789,0.907,199.0,7.958,bb_neutral^10.0^2.5|kc_neutral^8.0^8.0^1.7&rsi_crossover50^8|rvi_crossover_signal^110^77|rvi_crossover0^170^EMA&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
14.635,43.646,1.746,181.0,3.737,kdj_k_overbought^80^56^50|kc_neutral^8.0^8.0^1.7&price_crossover_ema^120|adx_plus_crossover_minus^8|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.637,39.785,2.016,186.0,4.652,aroon_diff_higher0^80|rsi_neutral^90^65^35&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^89|trailing_stop^34^1.5
14.638,50.754,1.292,199.0,5.162,tsi_neutral^160^48^20.0^-20.0^EMA|rvi_signal_neutral^50^30^15.0^-15.0^EMA&rvi_crossover_signal^100^80|price_crossover_sma_2^230|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
14.642,41.667,1.756,216.0,5.016,rvi_signal_neutral^50^30^15.0^-15.0^EMA|adx_higher_threshold^210.0^5.0&adx_plus_crossover_minus^8|emacd_histogram_start_increase_2^140^252^84|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.647,59.585,0.845,193.0,6.283,bb_neutral^12.0^2.0999999999999996|rsi_neutral^90^65^35&rsi_crossover50^8|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
14.65,34.694,3.25,98.0,4.083,smacd_histogram_increase^140^308^84|mass_higher1^16^8&rsi_crossover50^8|rvi_crossover_signal^100^80|supertrend_long_signal^200.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
14.665,57.068,0.933,191.0,6.321,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&price_crossover_ema^12|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.5
14.675,44.578,1.732,166.0,3.561,aroon_diff_higher0^80|tsi_higher_signal^10^3^3^EMA&price_crossover_ema^12|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.685,57.426,0.912,202.0,6.82,bb_neutral^10.0^2.5|kc_neutral^8.0^8.0^1.7&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
14.688,43.723,1.593,231.0,4.758,smi_neutral^11^7^30.0^-30.0^EMA|adx_higher_threshold^210.0^5.0&price_crossover_ema^12|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.697,49.758,1.312,207.0,7.862,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rvi_crossover_signal^110^77|roc_crossover0^210|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.705,36.364,2.591,143.0,5.061,smacd_histogram_increase^140^308^84|bb_neutral^12.0^2.0999999999999996&rsi_crossover50^8|adx_plus_crossover_minus^8|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
14.707,47.982,1.373,223.0,6.265,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rvi_crossover_signal^110^77|rsi_fast_crossover_slow^60^156|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.71,67.857,5.208,28.0,0.905,rsi_neutral^90^65^35|adx_higher_threshold^210.0^5.0&aroon_diff_crossover0^210|smacd_crossover_signal^180^360^216|smacd_crossover_signal_3^210^546^273&bb_price_crossunder_high^34^2|trailing_stop^34^3.5
14.725,57.436,0.918,195.0,6.09,bb_neutral^10.0^2.5|smi_neutral^11^7^30.0^-30.0^EMA&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
14.742,42.291,1.698,227.0,6.396,tsi_neutral^160^48^20.0^-20.0^EMA|adx_higher_threshold^210.0^5.0&price_crossover_ema^12|rsi_fast_crossover_slow^60^156|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.746,43.636,1.562,275.0,7.704,tsi_neutral^160^48^20.0^-20.0^EMA|smi_neutral^11^7^30.0^-30.0^EMA&rsi_crossover50^8|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.753,57.068,0.936,191.0,6.348,bb_neutral^10.0^2.5|kc_neutral^8.0^8.0^1.7&price_crossover_ema^12|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.5
14.774,52.5,3.421,40.0,1.538,ma_atr_long_period^190.0^190.0^1.9999999999999998|smi_neutral^240^192^30.0^-30.0^EMA&trix_crossover_signal^160^128|bb_price_crossover_high^230.0^2.0999999999999996|smacd_crossover_signal_3^210^546^273&bb_price_crossunder_high^34^2|trailing_stop^34^3.5
14.776,51.872,1.251,187.0,5.372,kc_neutral^8.0^8.0^1.7|adx_higher_threshold^210.0^5.0&emacd_start_increase^200^320|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
14.782,48.826,1.313,213.0,5.852,adx_higher_threshold^80.0^5.0|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover0^170^EMA|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^2.0
14.796,55.0,1.009,200.0,7.121,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|emacd_start_increase^200^320|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
14.802,39.521,2.122,167.0,3.683,aroon_diff_higher0^80|kdj_k_higher_d^8^4^2&rsi_crossover50^8|price_crossover_ema^120|adx_plus_crossover_minus^8&roc_crossunder0^89|trailing_stop^34^1.5
14.807,42.667,1.914,150.0,3.411,sma_fast_higher_slow^60^96|adx_higher_threshold^210.0^5.0&adx_plus_crossover_minus^8|kc_price_crossover_high^90.0^108.0^3.6999999999999993|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.819,48.372,1.404,215.0,5.023,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_fast_crossover_slow^60^156|rvi_crossover_signal^100^80|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
14.823,43.318,1.643,217.0,4.865,stoch_d_neutral^17^14^5^80^20|adx_higher_threshold^210.0^5.0&price_crossover_ema^12|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.839,53.153,1.528,111.0,2.551,mass_lower1^230^207|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|price_crossover_sma_2^200|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
14.849,53.03,1.1,198.0,7.445,bb_neutral^10.0^2.5|kc_neutral^8.0^8.0^1.7&adx_plus_crossover_minus^8|rvi_crossover0^170^EMA|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
14.855,39.796,2.002,196.0,4.735,rsi_neutral^90^65^35|smi_d_neutral^180^162^126^25.0^-25.0^EMA&rsi_crossover50^8|price_crossover_ema^120|rvi_crossover_signal^100^80&roc_crossunder0^89|trailing_stop^34^1.5
14.872,42.308,1.756,208.0,5.252,tsi_higher_signal^10^3^3^EMA|adx_higher_threshold^210.0^5.0&price_crossover_ema^12|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.881,47.222,1.522,180.0,3.829,aroon_diff_higher0^80|smi_neutral^11^7^30.0^-30.0^EMA&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.886,40.217,2.008,184.0,4.643,aroon_diff_higher0^80|kc_neutral^8.0^8.0^1.7&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^89|trailing_stop^34^1.5
14.903,59.067,0.866,193.0,6.249,bb_neutral^12.0^2.0999999999999996|smi_neutral^11^7^30.0^-30.0^EMA&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
14.905,53.535,1.077,198.0,8.745,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&adx_plus_crossover_minus^8|rvi_crossover0^170^EMA|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
14.913,58.673,0.883,196.0,8.019,bb_neutral^12.0^2.0999999999999996|kc_neutral^8.0^8.0^1.7&rsi_crossover50^8|rvi_crossover_signal^110^77|rvi_crossover0^170^EMA&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
14.924,37.273,2.765,110.0,5.013,kc_neutral^8.0^8.0^1.7|atr_fast_lower_slow^220^308&rvi_crossover_signal^100^80|kc_price_crossover_high_2^90.0^108.0^3.6999999999999993|bb_price_crossover_low^35.0^3.4999999999999996&aroon_diff_crossunder0^109|trailing_stop^34^1.5
14.925,89.286,3.224,28.0,1.724,rvi_overbought^70^0.0^SMA|stoch_d_neutral^160^128^112^80^20&stoch_d_crossover50^100^90^90|bb_price_crossover_low^35.0^3.4999999999999996|smacd_histogram_start_increase^230^322^299&bb_price_crossunder_high^34^2|trailing_stop^34^3.5
14.931,54.271,1.038,199.0,8.618,bb_neutral^10.0^2.5|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|price_crossover_sma^230|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
14.937,43.077,1.765,195.0,4.819,rvi_signal_overbought^60^42^0.0^SMA|rsi_neutral^90^65^35&price_crossover_ema^12|rvi_crossover0^170^EMA|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
14.955,49.524,1.315,210.0,7.724,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&rvi_crossover_signal^110^77|emacd_start_increase^200^320|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
15.001,43.75,1.619,224.0,5.065,bb_neutral^12.0^2.0999999999999996|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
