total+总收益率%,total+交易胜率%,total+盈亏比,total+交易次数,total+最大回撤%,strategy_name
18.254,51.031,1.324,194.0,6.185,kc_neutral^8.0^8.0^1.7|rvi_signal_neutral^50^30^15.0^-15.0^EMA&rvi_crossover_signal^100^80|smacd_histogram_start_increase_2^180^504^126|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^2.0
18.265,46.524,1.653,187.0,4.686,sma_fast_higher_slow^50^80|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.274,43.333,1.769,210.0,6.417,smi_neutral^11^7^30.0^-30.0^EMA|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^2.0
18.286,41.353,2.235,133.0,3.001,kdj_k_overbought^80^56^50|adx_higher_threshold^210.0^5.0&adx_plus_crossover_minus^8|bb_price_crossover_high^230.0^2.0999999999999996|bb_price_crossover_low^35.0^3.4999999999999996&trailing_stop^34^1.5|trailing_stop^34^3.5
18.306,51.02,2.075,98.0,2.217,aroon_diff_higher0^80|smi_neutral^240^192^30.0^-30.0^EMA&price_crossover_ema^120|rvi_crossover_signal^100^80|rvi_crossover0^170^EMA&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.309,44.211,2.565,95.0,2.887,sma_fast_higher_slow^60^96|smacd_histogram_increase^140^308^84&adx_plus_crossover_minus^8|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.315,49.246,1.467,199.0,4.428,rvi_neutral^17^20.0^-20.0^SMA|rvi_signal_neutral^50^30^15.0^-15.0^EMA&emacd_start_increase^220^616|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.317,45.339,1.577,236.0,5.41,kc_neutral^8.0^8.0^1.7|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.327,56.522,1.036,184.0,5.835,bb_neutral^12.0^2.0999999999999996|rvi_signal_neutral^50^30^15.0^-15.0^EMA&adx_plus_crossover_minus^8|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
18.334,61.957,0.805,184.0,6.301,rsi_neutral^90^65^35|smi_neutral^11^7^30.0^-30.0^EMA&rsi_crossover50^8|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^3.5
18.336,48.804,1.442,209.0,5.783,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rvi_crossover_signal^100^80|price_crossover_sma_2^230|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.358,42.667,2.042,150.0,3.905,aroon_diff_higher0^80|emacd_increase^10^18&rsi_crossover50^8|price_crossover_ema^120|rvi_crossover_signal^110^77&trailing_stop^34^1.5|trailing_stop^34^2.5
18.362,50.276,1.467,181.0,4.62,rvi_neutral^17^20.0^-20.0^SMA|rvi_signal_neutral^50^30^15.0^-15.0^EMA&rvi_crossover_signal^100^80|smi_k_crossover_d^210^189^147|smacd_histogram_start_increase_2^180^504^126&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.362,45.506,1.747,178.0,5.713,kc_neutral^8.0^8.0^1.7|adx_higher_threshold^210.0^5.0&rvi_crossover_signal^100^80|price_crossover_sma_2^230|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
18.364,51.852,1.369,162.0,3.294,sma_fast_higher_slow^60^96|bb_neutral^10.0^2.5&adx_plus_crossover_minus^8|rvi_crossover_signal^100^80|rvi_crossover0^170^EMA&bb_price_crossunder_high^34^2|trailing_stop^34^2.0
18.376,45.0,2.29,100.0,2.637,rvi_signal_overbought^60^42^0.0^SMA|adx_higher_threshold^210.0^5.0&rvi_crossover_signal^100^80|rvi_crossover0^170^EMA|price_crossover_sma_2^230&trailing_stop^34^1.5|trailing_stop^34^3.0
18.38,51.111,2.221,90.0,2.364,aroon_diff_higher0^80|smi_neutral^240^192^30.0^-30.0^EMA&price_crossover_ema^120|rvi_crossover_signal^100^80|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.381,45.57,1.558,237.0,5.792,adx_higher_threshold^80.0^5.0|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.391,44.944,1.787,178.0,4.087,rvi_signal_overbought^60^42^0.0^SMA|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.401,67.568,3.198,37.0,1.401,sma_fast_higher_slow^60^96|adx_higher_threshold^210.0^5.0&price_crossover_sma_2^230|aroon_diff_crossover0^200|kc_price_crossover_low^14.0^17.0^2.5&trailing_stop^34^1.5|trailing_stop^34^2.0
18.406,45.755,1.592,212.0,5.062,adx_higher_threshold^80.0^5.0|adx_higher_threshold^210.0^5.0&adx_plus_crossover_minus^8|roc_crossover0^210|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.411,51.795,1.254,195.0,5.415,rvi_signal_neutral^50^30^15.0^-15.0^EMA|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^2.0
18.42,53.933,2.079,89.0,2.271,aroon_diff_higher0^80|smi_d_neutral^180^162^126^25.0^-25.0^EMA&emacd_start_increase^220^616|rvi_crossover_signal^110^77|rvi_crossover_signal^100^80&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.429,41.026,2.191,156.0,3.902,aroon_diff_higher0^80|emacd_increase^10^18&rsi_crossover50^8|price_crossover_ema^120|rvi_crossover_signal^110^77&roc_crossunder0^89|trailing_stop^34^1.5
18.432,58.163,0.936,196.0,7.022,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
18.438,48.696,1.918,115.0,2.4,sma_fast_higher_slow^60^96|adx_higher_threshold^210.0^5.0&price_crossover_ema^120|rvi_crossover_signal^100^80|smacd_histogram_start_increase_2^180^504^126&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.44,52.688,1.218,186.0,5.301,bb_neutral^12.0^2.0999999999999996|tsi_neutral^160^48^20.0^-20.0^EMA&adx_plus_crossover_minus^8|bb_price_crossover_high^230.0^2.0999999999999996|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
18.451,49.138,1.919,116.0,2.757,rvi_signal_overbought^60^42^0.0^SMA|kc_neutral^8.0^8.0^1.7&rvi_crossover_signal^100^80|sma_fast_crossover_slow_3^190^456|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.456,45.972,1.577,211.0,4.711,kc_neutral^8.0^8.0^1.7|adx_higher_threshold^210.0^5.0&adx_plus_crossover_minus^8|price_crossover_sma_2^200|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.464,42.975,2.303,121.0,3.07,mass_lower1^230^207|adx_higher_threshold^210.0^5.0&price_crossover_ema^12|emacd_start_increase^200^320|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
18.465,47.753,1.608,178.0,4.626,aroon_diff_higher0^80|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|rvi_crossover_signal^110^77|rsi_fast_crossover_slow^60^156&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.471,61.622,0.817,185.0,6.366,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rsi_crossover50^8|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^3.5
18.475,45.283,1.613,212.0,4.904,rsi_neutral^90^65^35|adx_higher_threshold^210.0^5.0&adx_plus_crossover_minus^8|second_wave_trend_1^18|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.489,47.727,1.622,176.0,4.021,aroon_diff_higher0^80|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.491,47.712,1.683,153.0,2.946,sma_fast_higher_slow^60^96|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.494,43.891,1.691,221.0,5.128,rvi_signal_neutral^50^30^15.0^-15.0^EMA|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^100^80|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.495,43.868,1.73,212.0,5.645,tsi_higher_signal^10^3^3^EMA|adx_higher_threshold^210.0^5.0&price_crossover_ema^12|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.506,45.05,1.65,202.0,4.243,bb_neutral^12.0^2.0999999999999996|adx_higher_threshold^210.0^5.0&adx_plus_crossover_minus^8|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.509,47.674,1.622,172.0,4.265,adx_higher_threshold^80.0^5.0|adx_higher_threshold^210.0^5.0&rvi_crossover_signal^100^80|rvi_crossover0^170^EMA|price_crossover_sma_2^230&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.526,46.746,1.723,169.0,4.711,rvi_signal_overbought^60^42^0.0^SMA|tsi_neutral^160^48^20.0^-20.0^EMA&adx_plus_crossover_minus^8|emacd_start_increase^220^616|rvi_crossover_signal^100^80&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.535,39.205,2.27,176.0,4.025,tsi_higher_signal^10^3^3^EMA|smi_d_neutral^180^162^126^25.0^-25.0^EMA&rsi_crossover50^8|rvi_crossover_signal^100^80|rvi_crossover0^170^EMA&roc_crossunder0^89|trailing_stop^34^1.5
18.544,46.857,1.627,175.0,4.592,tsi_neutral^16^10^30.0^-30.0^SMA|smi_neutral^240^192^30.0^-30.0^EMA&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.548,48.78,1.453,205.0,5.793,tsi_neutral^160^48^20.0^-20.0^EMA|rsi_neutral^90^65^35&rvi_crossover_signal^100^80|price_crossover_sma_2^230|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.551,52.736,1.245,201.0,6.02,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&roc_crossover0^210|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^2.0
18.551,44.068,3.796,59.0,2.292,rvi_signal_overbought^60^42^0.0^SMA|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^120|kc_price_crossover_low^14.0^17.0^2.5|smacd_crossover_signal_3^210^546^273&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.559,42.069,2.123,145.0,3.701,sma_fast_higher_slow^60^96|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|adx_plus_crossover_minus^8|kc_price_crossover_low^14.0^17.0^2.5&trailing_stop^34^1.5|trailing_stop^34^2.0
18.56,52.475,1.95,101.0,2.988,aroon_diff_higher0^80|smi_neutral^240^192^30.0^-30.0^EMA&rvi_crossover_signal^100^80|rvi_crossover0^170^EMA|bb_price_crossover_high^230.0^2.0999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.564,41.989,2.011,181.0,4.388,aroon_diff_higher0^80|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|rsi_fast_crossover_slow^60^156|kc_price_crossover_low^14.0^17.0^2.5&emacd_histogram_start_decrease^233^466^233|trailing_stop^34^1.5
18.57,52.174,2.739,69.0,2.189,sma_fast_higher_slow^50^80|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^120|kc_price_crossover_low^14.0^17.0^2.5|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
18.572,47.183,1.83,142.0,2.586,sma_fast_higher_slow^60^96|adx_higher_threshold^210.0^5.0&adx_plus_crossover_minus^8|roc_crossover0^210|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
18.592,48.585,1.451,212.0,6.917,kc_neutral^8.0^8.0^1.7|adx_higher_threshold^80.0^5.0&rvi_crossover_signal^100^80|smacd_histogram_start_increase_2^180^504^126|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.6,59.788,0.889,189.0,5.58,bb_neutral^10.0^2.5|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
18.604,45.763,1.551,236.0,5.792,kc_neutral^8.0^8.0^1.7|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.612,44.628,2.136,121.0,3.537,mass_lower1^230^207|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rsi_fast_crossover_slow^60^156|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
18.616,52.041,1.283,196.0,6.277,rsi_neutral^90^65^35|smi_neutral^11^7^30.0^-30.0^EMA&emacd_start_increase^200^320|rvi_crossover_signal^100^80|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^2.0
18.629,43.697,2.285,119.0,2.81,mass_lower1^230^207|adx_higher_threshold^210.0^5.0&price_crossover_ema^12|price_crossover_sma_2^230|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
18.632,43.781,1.742,201.0,4.606,kc_neutral^8.0^8.0^1.7|adx_higher_threshold^210.0^5.0&adx_plus_crossover_minus^8|smacd_histogram_start_increase_2^180^504^126|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.638,56.757,1.026,185.0,6.067,tsi_neutral^160^48^20.0^-20.0^EMA|rsi_neutral^90^65^35&adx_plus_crossover_minus^8|rvi_crossover_signal^100^80|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
18.639,48.026,1.704,152.0,2.752,kdj_k_overbought^80^56^50|adx_higher_threshold^210.0^5.0&adx_plus_crossover_minus^8|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
18.648,49.51,1.423,204.0,6.082,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&rvi_crossover_signal^110^77|rsi_fast_crossover_slow^60^156|price_crossover_sma_2^230&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.66,45.662,1.591,219.0,4.807,kc_neutral^8.0^8.0^1.7|adx_higher_threshold^210.0^5.0&adx_plus_crossover_minus^8|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.672,57.895,0.958,190.0,5.549,tsi_neutral^160^48^20.0^-20.0^EMA|rsi_neutral^90^65^35&rsi_crossover50^8|roc_crossover0^210|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
18.675,43.056,1.792,216.0,6.811,tsi_neutral^160^48^20.0^-20.0^EMA|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^2.0
18.677,40.179,2.052,224.0,5.522,bb_neutral^10.0^2.5|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_fast_crossover_slow^60^156|rvi_crossover_signal^100^80|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^89|trailing_stop^34^1.5
18.678,45.238,1.628,210.0,4.894,rsi_neutral^90^65^35|adx_higher_threshold^210.0^5.0&adx_plus_crossover_minus^8|smacd_histogram_start_increase_2^180^504^126|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.683,46.569,1.642,204.0,5.871,smi_neutral^11^7^30.0^-30.0^EMA|rvi_neutral^17^20.0^-20.0^SMA&rsi_crossover50^60|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.686,47.647,1.607,170.0,4.25,rvi_signal_neutral^50^30^15.0^-15.0^EMA|adx_higher_threshold^210.0^5.0&rvi_crossover_signal^100^80|rvi_crossover0^170^EMA|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.688,44.059,1.726,202.0,4.487,tsi_neutral^160^48^20.0^-20.0^EMA|adx_higher_threshold^210.0^5.0&adx_plus_crossover_minus^8|emacd_start_increase^200^320|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.696,47.418,1.515,213.0,6.494,rsi_neutral^90^65^35|rvi_signal_neutral^50^30^15.0^-15.0^EMA&rsi_fast_crossover_slow^60^156|rvi_crossover_signal^100^80|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.698,61.29,0.831,186.0,6.152,kc_neutral^8.0^8.0^1.7|smi_neutral^11^7^30.0^-30.0^EMA&rsi_crossover50^8|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^3.5
18.704,50.505,1.361,198.0,6.525,kc_neutral^8.0^8.0^1.7|adx_higher_threshold^80.0^5.0&rvi_crossover_signal^100^80|price_crossover_sma_2^230|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^2.0
18.713,43.913,1.685,230.0,5.318,tsi_neutral^160^48^20.0^-20.0^EMA|adx_higher_threshold^210.0^5.0&price_crossover_ema^12|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.717,48.214,3.478,56.0,3.182,sma_fast_higher_slow^60^96|bb_neutral^10.0^2.5&bb_price_crossover_high^230.0^2.0999999999999996|bb_price_crossover_low^35.0^3.4999999999999996|stoch_k_crossover_d_2^230^184^207^25&bb_price_crossunder_high^34^2|trailing_stop^34^2.0
18.736,49.254,1.463,201.0,5.163,rsi_neutral^90^65^35|adx_higher_threshold^80.0^5.0&rvi_crossover_signal^100^80|price_crossover_sma_2^230|smacd_histogram_start_increase_2^180^504^126&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.738,47.887,1.499,213.0,6.255,kc_neutral^8.0^8.0^1.7|stoch_d_neutral^17^14^5^80^20&rsi_fast_crossover_slow^60^156|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.744,56.757,1.025,185.0,7.159,bb_neutral^12.0^2.0999999999999996|rvi_signal_neutral^50^30^15.0^-15.0^EMA&adx_plus_crossover_minus^8|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
18.747,52.273,2.171,88.0,2.2,sma_fast_higher_slow^60^96|adx_higher_threshold^80.0^5.0&price_crossover_ema^120|smacd_histogram_start_increase_2^180^504^126|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
18.754,41.791,1.978,201.0,5.107,smi_neutral^11^7^30.0^-30.0^EMA|smi_d_neutral^180^162^126^25.0^-25.0^EMA&rsi_crossover50^8|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
18.755,58.115,0.948,191.0,6.711,tsi_neutral^160^48^20.0^-20.0^EMA|smi_neutral^11^7^30.0^-30.0^EMA&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
18.761,40.571,2.157,175.0,4.198,aroon_diff_higher0^80|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^89|trailing_stop^34^1.5
18.771,47.291,1.558,203.0,5.87,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&price_crossover_ema^120|rvi_crossover_signal^100^80|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.774,45.54,1.601,213.0,4.923,adx_higher_threshold^80.0^5.0|adx_higher_threshold^210.0^5.0&adx_plus_crossover_minus^8|second_wave_trend_1^18|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.779,38.0,3.149,100.0,3.556,smacd_histogram_increase^140^308^84|mass_higher1^16^8&rsi_crossover50^8|rsi_fast_crossover_slow^60^156|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
18.784,46.364,1.54,220.0,5.213,kc_neutral^8.0^8.0^1.7|adx_higher_threshold^210.0^5.0&adx_plus_crossover_minus^8|second_wave_trend_1^18|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.787,60.335,0.874,179.0,5.912,kdj_k_neutral^17^10^75^25|smi_neutral^11^7^30.0^-30.0^EMA&rsi_crossover50^8|roc_crossover0^210|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.5
18.796,49.254,1.438,201.0,5.569,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&rvi_crossover_signal^100^80|smacd_histogram_start_increase_2^180^504^126|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.797,44.34,1.692,212.0,4.482,rsi_neutral^90^65^35|adx_higher_threshold^210.0^5.0&adx_plus_crossover_minus^8|rvi_crossover_signal^100^80|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.802,41.414,2.716,99.0,3.183,smacd_histogram_increase^140^308^84|mass_higher1^16^8&rsi_crossover50^8|smacd_histogram_start_increase_2^180^504^126|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
18.805,46.512,1.722,172.0,4.675,rvi_signal_neutral^50^30^15.0^-15.0^EMA|adx_higher_threshold^210.0^5.0&rvi_crossover_signal^100^80|smacd_histogram_start_increase_2^180^504^126|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
18.811,43.448,2.063,145.0,3.353,sma_fast_higher_slow^60^96|adx_higher_threshold^210.0^5.0&adx_plus_crossover_minus^8|emacd_histogram_start_increase_2^140^252^84|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.818,48.815,1.444,211.0,6.917,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rvi_crossover_signal^100^80|smacd_histogram_start_increase_2^180^504^126|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.823,59.686,0.891,191.0,5.904,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
18.823,41.631,1.906,233.0,5.142,kdj_k_neutral^210^189^85^15|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
18.829,61.413,0.833,184.0,5.888,bb_neutral^10.0^2.5|rsi_neutral^90^65^35&rsi_crossover50^8|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^3.5
18.833,55.497,1.076,191.0,5.666,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&adx_plus_crossover_minus^8|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
18.839,42.623,2.226,122.0,3.17,sma_fast_higher_slow^60^96|adx_higher_threshold^210.0^5.0&adx_plus_crossover_minus^8|bb_price_crossover_low^35.0^3.4999999999999996|smacd_crossover_signal_3^210^546^273&trailing_stop^34^1.5|trailing_stop^34^2.0
18.842,95.238,3.296,21.0,1.033,rvi_neutral^17^20.0^-20.0^SMA|adx_higher_threshold^210.0^5.0&mass_crossover1^230^161|kc_price_crossover_low^20.0^20.0^2.8999999999999995|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^3.5
18.848,61.905,2.471,42.0,1.289,smi_neutral^240^192^30.0^-30.0^EMA|adx_higher_threshold^210.0^5.0&tsi_crossover0^140^84^SMA|bb_price_crossover_high^230.0^2.0999999999999996|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
18.849,37.113,3.348,97.0,3.274,smacd_histogram_increase^140^308^84|mass_higher1^16^8&rsi_crossover50^8|supertrend_long_signal^200.0^2.8999999999999995|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
