param_0,entry_name,params,signal_id,总月份数,有效月份数,总信号数量,总信号密度,score,w20_有效信号数,w20_平均收益%,w20_收益标准差%,w20_胜率%,w20_盈亏比,w20_稳定性,w20_收益衰减率%,w20_score,w40_有效信号数,w40_平均收益%,w40_收益标准差%,w40_胜率%,w40_盈亏比,w40_稳定性,w40_收益衰减率%,w40_score,w60_有效信号数,w60_平均收益%,w60_收益标准差%,w60_胜率%,w60_盈亏比,w60_稳定性,w60_收益衰减率%,w60_score,param_1,param_2,param_3
200.0,mass_crossunder1,[200 140],mass_crossunder1^200^140,4,0,13,0.002,0.7477493435436364,13,0.733,1.127,69.231,2.298,0.65,-1.0,0.5464719875776397,13,0.973,1.773,76.923,0.959,0.549,-1.0,0.7184779075014098,13,1.743,2.845,76.923,1.472,0.613,-1.0,1.2948498875219685,140,,
210.0,mass_crossunder1,[210 189],mass_crossunder1^210^189,4,0,12,0.002,0.7550397351983555,12,0.667,1.085,75.0,1.418,0.615,-1.0,0.4956025161290323,12,1.143,1.622,66.667,2.936,0.705,-1.0,0.8564818927250308,12,1.687,2.823,75.0,1.941,0.598,-1.0,1.2514695465816505,189,,
240.0,kdj_k_crossover50,[240 192],kdj_k_crossover50^240^192,4,0,9,0.002,0.7718982707223012,9,0.718,1.33,66.667,1.589,0.54,-1.0,0.5297328421052632,9,1.329,2.7,55.556,3.637,0.492,-1.0,0.9760914333333333,9,1.451,2.664,55.556,3.046,0.545,-1.0,1.0710220983483485,192,,
210.0,bb_price_crossover_low,[210.    3.9],bb_price_crossover_low^210.0^3.8999999999999995,4,0,4,0.001,0.7850224159061573,4,0.977,1.124,75.0,2.145,0.869,-1.0,0.7433457562277578,4,1.24,0.504,100.0,100.0,2.46,-1.0,1.0815555555555554,4,0.58,0.613,75.0,2.616,0.946,-1.0,0.44441435562805864,3.8999999999999995,,
210.0,smacd_crossover_signal,[210 504 210],smacd_crossover_signal^210^504^210,4,0,9,0.002,0.8175188033091279,9,1.137,1.266,88.889,2.983,0.898,-1.0,0.8673801184834123,8,1.133,1.198,87.5,0.981,0.946,-1.0,0.8681068697829716,8,0.839,1.66,75.0,1.272,0.505,-1.0,0.6169834156626505,504,210,
170.0,smi_k_crossover_d,[170 153 153],smi_k_crossover_d^170^153^153,4,0,12,0.002,0.8302900052629317,12,0.863,1.008,75.0,4.02,0.856,-1.0,0.6558200694444444,12,1.329,2.047,83.333,1.828,0.649,-1.0,0.9906990571568148,12,1.371,1.989,66.667,2.768,0.689,-1.0,1.0258512669683257,153,153,
170.0,smi_k_crossover_d_2,[170 153 153  45],smi_k_crossover_d_2^170^153^153^45,4,0,12,0.002,0.8302900052629317,12,0.863,1.008,75.0,4.02,0.856,-1.0,0.6558200694444444,12,1.329,2.047,83.333,1.828,0.649,-1.0,0.9906990571568148,12,1.371,1.989,66.667,2.768,0.689,-1.0,1.0258512669683257,153,153,45
220.0,emacd_crossover_signal,[220 440 286],emacd_crossover_signal^220^440^286,4,0,7,0.001,0.8375374727103765,7,0.777,1.204,71.429,2.015,0.645,-1.0,0.579000523255814,7,1.423,2.211,71.429,5.701,0.644,-1.0,1.0602090140208051,7,1.528,2.036,71.429,5.137,0.75,-1.0,1.1498725343811396,440,286,
10.0,ma_atr_long_signal,[10.  10.   2.6],ma_atr_long_signal^10.0^10.0^2.5999999999999996,4,0,5,0.001,0.8527815246412758,5,0.411,0.471,80.0,3.268,0.873,-1.0,0.31280503184713376,5,1.271,1.843,60.0,4.534,0.69,-1.0,0.9510569560499184,5,2.681,2.817,80.0,10.313,0.952,-1.0,2.055309609513667,10.0,2.5999999999999996,
190.0,smacd_crossover_signal,[190 532 133],smacd_crossover_signal^190^532^133,4,0,9,0.002,0.8750056335458891,9,0.566,0.753,77.778,2.213,0.752,-1.0,0.425980770252324,9,1.693,2.174,88.889,7.561,0.779,-1.0,1.2773895262189512,9,1.838,2.202,77.778,3.423,0.835,-1.0,1.393991952770209,532,133,
