开始时间,结束时间,total+总收益率%,total+年化收益率%,total+最大回撤%,total+sharpe比率,total+sortino比率,total+calmar比率,total+年化波动率%,total+日波动率%,total+均持天数,total+交易次数,total+交易胜率%,total+盈亏比,total+bar胜率%,total+总交易成本%,strategy_name
2026-02-18 03:00:00,2026-06-18,19.618,72.535,4.528,4.887,3.417,16.018,14.844,0.777,1.151,22.0,54.545,2.906,46.661,2.2,kdj_d_neutral^11^4^6^70^30&smacd_histogram_start_increase_2^150^210^120&trailing_stop^34^3.5
2026-02-18 03:00:00,2026-06-18,19.696,72.88,4.36,5.124,3.554,16.717,14.225,0.745,0.79,29.0,55.172,2.394,47.891,2.9,trix_higher_signal^60.0^24.0&smacd_histogram_start_increase_2^150^210^120&trailing_stop^34^3.0
2026-02-18 03:00:00,2026-06-18,19.704,72.914,3.75,5.281,3.776,19.446,13.807,0.723,0.833,29.0,58.621,2.362,46.75,2.9,smi_d_neutral^220^66^110^30.0^-30.0^SMA&smacd_histogram_start_increase_2^150^210^120&trailing_stop^34^3.0
2026-02-18 03:00:00,2026-06-18,19.709,72.935,2.62,5.887,3.77,27.842,12.39,0.649,1.003,19.0,68.421,3.039,47.624,1.9,smacd_increase^150^210&adx_plus_crossover_minus^180&trailing_stop^34^3.0
2026-02-18 03:00:00,2026-06-18,19.71,72.938,4.473,5.005,3.594,16.306,14.574,0.763,0.811,30.0,53.333,2.553,47.351,3.0,rvi_signal_overbought^40^36^0.0^SMA&smacd_histogram_start_increase_2^150^210^120&trailing_stop^34^3.0
2026-02-18 03:00:00,2026-06-18,19.711,72.943,3.708,5.822,3.212,19.673,12.528,0.656,0.871,21.0,66.667,3.086,49.835,2.1,tsi_higher_signal^70^49^42^SMA&price_crossover_sma_2^140&trailing_stop^34^3.0
2026-02-18 03:00:00,2026-06-18,19.737,73.058,4.818,4.762,3.404,15.163,15.341,0.803,1.024,26.0,53.846,2.484,47.655,2.6,trix_higher_signal^60.0^24.0&smacd_histogram_start_increase_2^150^210^120&trailing_stop^34^3.5
2026-02-18 03:00:00,2026-06-18,19.738,73.064,2.564,5.428,3.546,28.496,13.46,0.705,1.179,18.0,72.222,2.671,48.008,1.8,tsi_higher_signal^140^56^56^SMA&rsi_crossover50^140&trailing_stop^34^3.5
2026-02-18 03:00:00,2026-06-18,19.74,73.073,3.941,5.248,3.577,18.542,13.923,0.729,0.836,28.0,64.286,2.099,47.206,2.8,rvi_higher_signal^40^16&smacd_histogram_start_increase_2^150^210^120&trailing_stop^34^3.0
2026-02-18 03:00:00,2026-06-18,19.753,73.127,3.616,5.154,3.278,20.223,14.189,0.743,1.095,21.0,66.667,2.131,47.198,2.1,kdj_d_overbought^40^36^36^50&rsi_crossover50^140&trailing_stop^34^3.5
2026-02-18 03:00:00,2026-06-18,19.771,73.207,4.592,4.781,3.341,15.941,15.312,0.801,1.054,25.0,52.0,2.589,47.212,2.5,stoch_d_overbought^50^30^45^50&roc_crossover0^120&trailing_stop^34^3.5
