datetime,open,high,low,close,volume,kdj_k_lower_d^8^7^7|atr_fast_lower_slow^40^88&kdj_k_crossunder_d^60^30^18|smacd_start_decrease^160^448&smi_k_crossover0^190^114^EMA|trailing_stop^34^2.5,tsi_lower_signal^6^3^2^SMA|atr_fast_lower_slow^40^88&rvi_crossunder_signal^90^63|kdj_d_crossunder50^250^200^75&second_wave_trend_1^190|trailing_stop^34^3.0,aroon_diff_lower0^190|tsi_lower_signal^6^3^2^SMA&rvi_crossunder_signal^90^63|kdj_d_crossunder50^250^200^75&second_wave_trend_1^190|trailing_stop^34^3.0,emacd_lower_signal^160^416^160|skew_negative^20^EMA&supertrend_short_signal^230.0^3.5|smacd_histogram_start_decrease_2^230^460^322&ma_atr_long_signal^18.0^22.0^2.8|trailing_stop^34^2.0,rsi_neutral^190^55^45|mass_higher1^220^88&smi_k_crossunder_d^190^152^171|smacd_crossunder_signal_3^230^414^253&bb_price_crossover_low^18.0^3.8999999999999995|trailing_stop^34^3.0,tsi_lower_signal^6^3^2^SMA|stoch_k_lower_d^11^10^10&mass_crossover1^90^27|smi_k_crossunder0^230^161^SMA&smacd_crossover_signal^150^270^165|trailing_stop^34^3.0,price_lower_ema^120|tsi_lower_signal^6^3^2^SMA&kdj_k_crossunder_d^60^30^18|sma_fast_crossunder_slow_3^40^112&stoch_k_crossover_d^70^63^49|trailing_stop^34^3.0,smacd_decrease^12^19|skew_positive^12^EMA&stoch_k_crossunder_d^250^175^125|smacd_histogram_start_decrease_2^230^460^322&kdj_k_crossover50^240^96|trailing_stop^34^2.0,stoch_k_lower_d^11^10^10|skew_negative^25^EMA&emacd_start_decrease^45^108|rvi_crossunder_signal^120^60&second_wave_trend_1^190|trailing_stop^34^3.0,rsi_oversold^200^50|smi_d_neutral^11^8^8^10.0^-10.0^SMA&trix_start_decrease^230|mass_crossunder1^120^84&smacd_start_increase^140^364|trailing_stop^34^3.0,price_lower_ema^120|smi_d_neutral^11^8^8^10.0^-10.0^SMA&price_crossunder_sma^45|kdj_k_crossunder_d_2^190^171^171^85&bb_price_crossover_low_2^60.0^2.0999999999999996|trailing_stop^34^3.0,bb_neutral^160.0^2.5|kdj_k_neutral^240^144^60^40&tsi_crossunder_signal^60^30^18^EMA|adx_crossover_threshold^45.0^35.0&bb_price_crossover_low^18.0^3.8999999999999995|trailing_stop^34^3.5,kdj_k_lower_d^8^7^7|mass_lower1^110^99&mass_crossunder1^140^70|stoch_k_crossunder_d^230^138^115&bb_price_crossover_high^25.0^3.8999999999999995|trailing_stop^34^3.5,price_lower_ema^120|tsi_lower_signal^6^3^2^SMA&roc_crossunder0^30|ema_fast_crossunder_slow^160^256&sma_fast_crossover_slow^110^264|trailing_stop^34^3.0,smacd_histogram_decrease^16^26^19|rsi_oversold^60^50&price_crossunder_ema^25|adx_crossunder_threshold^230.0^20.0&bb_price_crossover_high^25.0^3.8999999999999995|trailing_stop^34^3.5,rsi_oversold^200^50|smi_d_oversold^100^80^90^0.0^SMA&tsi_crossunder_signal^45^40^18^EMA|sma_fast_crossunder_slow_3^40^112&stoch_k_crossover_d^70^63^49|trailing_stop^34^3.0,rsi_oversold^200^50|stoch_k_neutral^50^15^60^40&roc_crossunder0^30|rvi_crossunder_signal^120^60&smacd_start_increase^120^312|trailing_stop^34^3.0,stoch_k_lower_d^11^10^10|rvi_neutral^29^5.0^-5.0^EMA&sma_fast_crossunder_slow_3^40^112|smacd_crossunder_signal^200^560^200&smi_k_crossover_d_2^240^216^216^45|trailing_stop^34^3.5,rsi_oversold^200^50|stoch_k_neutral^50^15^60^40&rvi_crossunder_signal^120^60|mass_crossunder1^120^84&smacd_start_increase^140^364|trailing_stop^34^3.0
2026-02-02 03:00:00,4733.4,4750.0,4710.3,4712.0,2377.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 03:15:00,4715.1,4752.7,4680.3,4718.0,3437.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 03:30:00,4718.6,4722.4,4650.0,4687.1,4525.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 03:45:00,4686.4,4715.8,4657.6,4665.6,2963.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 04:00:00,4667.0,4683.9,4622.6,4682.0,4996.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 04:15:00,4680.6,4725.4,4680.2,4690.4,2607.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 04:30:00,4692.6,4720.1,4674.0,4709.3,1722.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 04:45:00,4708.8,4734.5,4691.4,4698.8,1477.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 05:00:00,4698.0,4717.1,4668.3,4681.2,1740.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 05:15:00,4682.7,4694.2,4667.9,4677.4,1188.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 05:30:00,4677.3,4678.5,4590.0,4595.2,5867.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 05:45:00,4593.4,4598.5,4515.0,4571.5,11012.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 06:00:00,4573.0,4596.7,4541.0,4556.2,3470.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 06:15:00,4555.1,4571.0,4455.0,4510.5,6900.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 06:30:00,4508.5,4525.0,4423.2,4473.2,5964.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 06:45:00,4472.9,4545.0,4449.0,4526.2,5217.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 07:00:00,4525.8,4577.4,4504.9,4559.6,4788.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 07:15:00,4558.1,4596.4,4545.1,4582.4,3134.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 07:30:00,4582.7,4616.0,4546.5,4605.5,3824.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 07:45:00,4605.6,4641.0,4603.6,4609.5,3488.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 08:00:00,4609.9,4651.1,4579.4,4630.4,4358.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 08:15:00,4631.5,4674.0,4622.8,4667.4,3664.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 08:30:00,4666.9,4672.4,4628.6,4663.7,2566.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 08:45:00,4663.5,4674.1,4648.7,4662.1,2718.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 09:00:00,4661.5,4681.4,4623.0,4667.6,2911.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 09:15:00,4666.7,4723.0,4647.2,4712.0,3138.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 09:30:00,4710.5,4736.4,4700.7,4712.2,3259.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 09:45:00,4711.3,4754.0,4707.5,4743.1,2441.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 10:00:00,4740.0,4757.6,4725.0,4752.4,1970.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 10:15:00,4752.8,4752.8,4692.0,4705.0,3108.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 10:30:00,4705.9,4721.8,4682.9,4696.3,3065.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 10:45:00,4694.7,4734.0,4678.0,4727.3,1902.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 11:00:00,4728.4,4772.8,4726.1,4771.0,1515.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 11:15:00,4772.1,4787.2,4763.0,4778.2,3907.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 11:30:00,4778.5,4804.6,4772.3,4797.6,4316.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 11:45:00,4798.6,4805.1,4781.2,4790.3,1915.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 12:00:00,4791.2,4802.4,4767.4,4788.4,2626.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 12:15:00,4787.1,4817.6,4785.0,4803.1,2251.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 12:30:00,4803.5,4823.2,4795.0,4823.2,2042.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 12:45:00,4823.2,4837.6,4796.3,4816.1,2961.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 13:00:00,4816.0,4828.0,4741.2,4807.2,7974.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 13:15:00,4805.8,4818.0,4750.4,4763.2,5111.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 13:30:00,4763.3,4765.8,4692.1,4710.0,6657.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 13:45:00,4709.5,4746.4,4707.7,4729.0,6211.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 14:00:00,4729.6,4763.7,4722.8,4750.3,4595.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 14:15:00,4750.2,4753.9,4703.4,4745.0,4475.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 14:30:00,4745.7,4818.0,4733.0,4775.9,9156.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 14:45:00,4777.5,4786.1,4722.0,4744.0,7427.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 15:00:00,4739.5,4768.0,4712.2,4733.3,7027.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 15:15:00,4732.9,4750.0,4695.4,4703.5,4567.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.005711836294872,1.0,1.0,1.0,1.0
2026-02-02 15:30:00,4703.0,4727.2,4668.8,4697.6,6400.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0069584292928224,1.0,1.0,1.0,1.0
2026-02-02 15:45:00,4697.4,4700.2,4638.0,4641.7,5377.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0187693697310316,1.0,1.0,1.0,1.0
2026-02-02 16:00:00,4642.9,4728.8,4617.6,4719.3,7365.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0023735025037501,1.0,1.0,1.0,1.0
2026-02-02 16:15:00,4721.3,4733.1,4683.6,4693.9,5149.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0077401910034016,1.0,1.0,1.0,1.0
2026-02-02 16:30:00,4694.2,4710.7,4666.0,4691.1,4003.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.008331794460056,1.0,1.0,1.0,1.0
2026-02-02 16:45:00,4690.5,4699.0,4671.0,4687.5,3351.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0090924274757547,1.0,1.0,1.0,1.0
2026-02-02 17:00:00,4687.5,4737.7,4681.5,4730.3,3863.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000493460668933,1.0,1.0,1.0,1.0
2026-02-02 17:15:00,4731.2,4736.6,4682.0,4689.2,3813.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.008733239662786,1.0,1.0,1.0,1.0
2026-02-02 17:30:00,4688.9,4710.2,4678.1,4696.0,5137.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0072964884109108,1.0,1.0,1.0,1.0
2026-02-02 17:45:00,4696.1,4710.3,4685.0,4695.9,3776.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0073176171057914,1.0,1.0,1.0,1.0
2026-02-02 18:00:00,4695.2,4696.0,4651.5,4656.9,4460.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0155578081091932,1.0,1.0,1.0,1.0
2026-02-02 18:15:00,4656.7,4668.2,4639.6,4653.9,6917.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0161916689556085,1.0,1.0,1.0,1.0
2026-02-02 18:30:00,4654.2,4696.1,4654.2,4679.6,2768.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0107615943713155,1.0,1.0,1.0,1.0
2026-02-02 18:45:00,4679.1,4694.3,4665.8,4679.5,1325.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.010782723066196,1.0,1.0,1.0,1.0
2026-02-02 19:00:00,4679.5,4684.5,4659.1,4669.7,1765.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0128533351644868,1.0,1.0,1.0,1.0
2026-02-02 19:15:00,4668.5,4676.8,4653.5,4665.9,1371.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0136562255699466,1.0,1.0,1.0,1.0
2026-02-02 19:30:00,4664.7,4722.9,4659.0,4717.6,2365.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.002732690316719,1.0,1.0,1.0,1.0
2026-02-02 19:45:00,4718.2,4736.0,4699.1,4707.4,2547.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.004887817194532,1.0,1.0,1.0,1.0
2026-02-02 20:00:00,4707.4,4723.3,4691.4,4715.9,1761.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.003091878129688,1.0,1.0,1.0,1.0
2026-02-02 20:15:00,4714.2,4716.2,4673.2,4693.7,2053.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0077824483931628,1.0,1.0,1.0,1.0
2026-02-02 20:30:00,4694.5,4716.6,4679.6,4703.4,1679.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0057329649897526,1.0,1.0,1.0,1.0
2026-02-02 20:45:00,4703.3,4706.3,4671.3,4676.3,2173.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0114588413023726,1.0,1.0,1.0,1.0
2026-02-02 21:00:00,4677.9,4701.1,4667.0,4699.2,1141.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0066203701747343,1.0,1.0,1.0,1.0
